PDB_ID,UniProt_ID,Protein_Class_Uniprot
6wqt,Q8PMP0,Aminoacyl-tRNA synthetase
6wr1,P05093,Lyase
6wrt,Q57834,Aminoacyl-tRNA synthetase
6wsb,Q3JLL8,Oxidoreductase
6wsi,P9WKK7,Lyase
6wt2,A0A0U1RIB4,Oxidoreductase
6wt4,P0DUD7,UNKNOWN
6wte,E4N8S5,UNKNOWN
6wug,O13836,Hydrolase
6wyc,P0CE13,Oxidoreductase
6wzw,Q9NR48,Activator
6x19,P43220,G-protein coupled receptor
6x1z,Q9X1X0,Endonuclease
6x27,P36776,DNA-binding
6x6u,I6V2C3,Oxidoreductase
6x6z,P12689,DNA-binding
6x7n,Q8GGP1,UNKNOWN
6x7t,A1YIY3,UNKNOWN
6x94,Q8PYJ6,Aminoacyl-tRNA synthetase
6x9c,F7X6I3,DNA-binding
6xb3,P08358,Hydrolase
6xb4,V9XTR0,UNKNOWN
6xb9,C1DN94,Dioxygenase
6xbb,B5HNG5,Monooxygenase
6xbo,Q61420,UNKNOWN
6xcf,P0DPI0,Hydrolase
6xcg,O96028,Chromatin regulator
6xex,H9XP47,Oxidoreductase
6xfi,Q8NAT1,Glycosyltransferase
6xhn,P0C6U8,Endonuclease
6xht,Q2G1C0,Nucleotidyltransferase
6xi9,C6XW09,Transferase
6xiy,Q8IUN9,UNKNOWN
6xje,A0A2N6JFX7,Hydrolase
6xjm,H8ZKV9,Hydrolase
6xkg,Q9Y663,Transferase
6xl5,P0A8V2,Nucleotidyltransferase
6xlp,P0AD27,Hydrolase
6xm7,G2IQT9,UNKNOWN
6xnv,Q8Y8A3,UNKNOWN
6xo2,T1KF23,Transferase
6xog,Q9UBT2,Transferase
6xoj,A0A3B6UEU3,Dioxygenase
6xps,Q7Z8P9,Kinase
6xq3,Q15109,DNA-binding
6xub,Q6NGV6,Oxidoreductase
6xuh,P06744,Cytokine
6xuu,A0A060SC37,Oxidoreductase
6xw7,Q80J94,UNKNOWN
6xxj,P49366,Transferase
6xxy,P43860,Oxidoreductase
6xz2,P0ABP8,Glycosyltransferase
6xzk,Q9PTN2,DNA-binding
6y09,Q9H082,Hydrolase
6y1u,P9WN95,UNKNOWN
6y1w,B0RXY9,UNKNOWN
6y5p,Q86Y01,Transferase
6y7a,P0A3G3,Hydrolase
6y87,Q6X2Y9,Transferase
6y88,P20577,Decarboxylase
6y8l,G7CIP8,DNA-binding
6y8p,E5BBQ0,DNA-binding
6y8y,A0A6P3VN15,UNKNOWN
6y91,Q6VVP7,Oxidoreductase
6y9c,D0C9N6,Oxidoreductase
6y9d,A0A059ZPP5,UNKNOWN
6ya4,A0A0H2UPF3,UNKNOWN
6ya6,O00311,Kinase
6yaq,A0A1D6QQD6,Oxidoreductase
6yau,P07306,Receptor
6yb3,P0DP92,UNKNOWN
6yb8,P22234,Decarboxylase
6yc7,H7C694,UNKNOWN
6yc8,A0A0H4SN47,Oxidoreductase
6ycc,P80884,Hydrolase
6ycg,A0A199VSS3,Hydrolase
6yd5,Q2FZ89,UNKNOWN
6yei,Q43314,Oxidoreductase
6yf3,P62942,Isomerase
6yg2,O14733,Kinase
6ygb,Q03503,Acyltransferase
6ygf,Q4WL81,Hydrolase
6ygj,P31946,UNKNOWN
6yii,P0DV40,Lyase
6yiz,Q9I4X0,DNA-binding
6yji,I1RWY4,Oxidoreductase
6yjo,A0A098DND1,Oxidoreductase
6yjw,Q9M602,Methyltransferase
6yk1,Q8K183,Kinase
6ykq,Q5FAJ3,Aminoacyl-tRNA synthetase
6ylc,Q16659,Kinase
6ymd,I7H6W6,Methyltransferase
6yn2,P27652,Decarboxylase
6yoj,Q05397,Developmental protein
6ypf,M4I1C6,Hydrolase
6yq4,Q8RFS1,Hydrolase
6yqq,A0A5S9CYM0,Kinase
6ysk,Q6P988,Hydrolase
6ysp,P49077,Allosteric enzyme
6yu4,Q9KDT3,UNKNOWN
6yug,Q5CPU3,Acyltransferase
6yur,Q2FZQ3,Oxidoreductase
6yus,O68216,UNKNOWN
6ywn,G2R014,Transferase
6ywz,Q9Y566,UNKNOWN
6yx3,B1MHW4,Ligase
6yyv,Q12797,Dioxygenase
6z00,Q9LFM3,Acyltransferase
6z0p,Q0GYW2,Kinase
6z1c,Q08467,Kinase
6z1e,P58555,UNKNOWN
6z4w,Q8DQH4,UNKNOWN
6z5z,A0A0S4TLR1,UNKNOWN
6z69,A0A1M6Y2K1,Hydrolase
6z6y,O00214,UNKNOWN
6z7b,A0A291L8F4,UNKNOWN
6zat,H0SLX7,UNKNOWN
6zb6,M5BPX4,Transferase
6zbm,A0A6B9HEB8,Glycosidase
6ze6,G0SAW6,UNKNOWN
6zf4,Q9Z2X8,UNKNOWN
6zfc,Q0B4G1,UNKNOWN
6zgx,P51570,Kinase
6zh7,A0A248QE08,Lyase
6zhl,Q9KX08,Hydrolase
6zi3,Q59819,Monooxygenase
6ziz,P01111,Hydrolase
6zja,P69996,Hydrolase
6zjb,Q9UIJ7,Kinase
6zjf,O94768,Kinase
6zk2,B6THD4,Glycosidase
6zk5,B6T563,Glycosidase
6zka,O78747,Translocase
6zlb,A0A3Q0KFL1,Oxidoreductase
6zlf,A0A452CSW8,UNKNOWN
6zmp,G0SGG4,Acyltransferase
6znt,Q6MM15,Oxidoreductase
6znw,A0A7K4AGC1,Transferase
6zov,P98073,Hydrolase
6zrn,P11234,Hydrolase
6zt3,A0QNE0,DNA-binding
6zti,A0A378K488,UNKNOWN
6ztk,V5H924,Protease inhibitor
6ztu,A0A090KS30,Transferase
6ztx,P21179,Oxidoreductase
6zwi,P06276,Hydrolase
6zxb,B0SUI1,UNKNOWN
6zxx,K2MB66,UNKNOWN
6zz1,Q8NB16,UNKNOWN
6zzk,Q8NNJ2,Acyltransferase
6zzm,A0A0G3H170,Acyltransferase
6zzo,Q4FRT2,Oxidoreductase
6zzs,A0A1E3M3N6,UNKNOWN
7a1f,Q9H816,Exonuclease
7a1q,Q9NWT6,Dioxygenase
7a5e,P46873,Motor protein
7a5q,Q9KR64,UNKNOWN
7a5v,P28472,Chloride channel
7a6p,Q88JB0,UNKNOWN
7a6y,P61981,UNKNOWN
7a76,Q81FS4,Oxidoreductase
7a77,P19793,DNA-binding
7a78,P28702,DNA-binding
7a79,P48443,DNA-binding
7a8r,A0JN36,DNA-binding
7a9j,M4GWN4,Ligase
7aak,P08397,Transferase
7aat,P00508,Aminotransferase
7aau,A0A2K3D6R4,Oxidoreductase
7aaw,Q815J1,Oxidoreductase
7aax,Q12866,Kinase
7abn,Q9I6N5,Decarboxylase
7ac8,Q9X0C6,Lyase
7acm,P75811,DNA-binding
7ae6,A0A0B0QJR1,Endonuclease
7afw,P35222,Activator
7ag4,Q8ZKT7,Isomerase
7ag6,P32143,Kinase
7agv,O07535,UNKNOWN
7ais,P04058,Hydrolase
7ak7,A0A0F6BAH9,Acyltransferase
7aky,F2Y337,UNKNOWN
7alq,P30793,Allosteric enzyme
7amd,P28329,Acyltransferase
7ao3,C9K1X5,Isomerase
7aot,Q13451,Chaperone
7apu,P69441,Kinase
7apv,Q96SD1,Endonuclease
7aq1,Q16820,Hydrolase
7aqa,P19573,Oxidoreductase
7aqf,P05121,Protease inhibitor
7arw,Q9NX46,Hydrolase
7as1,C3W5X5,UNKNOWN
7atj,P00433,Oxidoreductase
7auc,P54132,DNA-binding
7aur,Q99321,Hydrolase
7awv,A0A1B1KJ01,Oxidoreductase
7ayg,C5AX46,Lyase
7az2,P31947,UNKNOWN
7b36,Q9P289,Kinase
7b3a,A0A2L1TND5,Transferase
7b4j,A0A2W0F5X5,Aminotransferase
7b5u,K0JNC6,DNA-binding
7b62,P0DTC2,Superantigen
7b63,Q9NV35,Hydrolase
7b6b,F8X1N1,UNKNOWN
7b7q,Q3AG28,Oxidoreductase
7b7r,Q02750,Kinase
7b7z,Q9BVA6,Hydrolase
7b9c,O75533,RNA-binding
7bad,B6GXZ8,Antimicrobial
7bc1,A9CEY6,Oxidoreductase
7bcn,R4JTF7,Receptor
7bcz,Q9I4H2,Transferase
7bgg,P9WKL5,Methyltransferase
7biz,Q8A6C8,UNKNOWN
7bj9,Q9RMI1,Hydrolase
7bm0,P14336,Helicase
7bm4,A0A3Q0KSG2,Lyase
7bm6,G0LCA3,Lyase
7bnr,Q1CVJ4,DNA-binding
7bop,B0Y2F5,Glycosyltransferase
7bor,Q9HW71,Isomerase
7bp1,N1S495,Decarboxylase
7bph,P63092,Hydrolase
7bqo,A0A1F8A906,Methyltransferase
7bqv,Q96SW2,UNKNOWN
7bsx,S4TKM8,UNKNOWN
7bu0,Q5ZSI8,UNKNOWN
7bu3,P27250,Oxidoreductase
7bvj,B7JA34,Oxidoreductase
7bvz,Q8VQG1,UNKNOWN
7bwh,A0A1D1VNB4,UNKNOWN
7bwl,Q9I690,UNKNOWN
7bx9,B3VPZ9,Oxidoreductase
7by9,A0A143T1U9,Oxidoreductase
7bzj,B8ZKS5,Aminoacyl-tRNA synthetase
7c0y,Q5SLB4,UNKNOWN
7c1r,E5ATN9,Ligase
7c1y,Q94AT3,Kinase
7c39,G1XA82,UNKNOWN
7c3b,Q84II0,UNKNOWN
7c3h,A0A0G4DCU0,UNKNOWN
7c4c,Q38DE2,UNKNOWN
7c5f,A0A140NCK4,UNKNOWN
7c6b,Q9UKV8,Endonuclease
7c6d,O07921,Glycosidase
7c6l,Q53W80,UNKNOWN
7c7m,A0A0H3JXA8,Transferase
7c83,A0A3A0FWV3,UNKNOWN
7c8h,Q6R2Q7,Lyase
7c8n,A0B757,UNKNOWN
7c90,F5SWR8,UNKNOWN
7ca0,P20051,Hydrolase
7cbi,V7II86,Aminoacyl-tRNA synthetase
7cbr,A0A6I7U6Y2,Hydrolase
7cc3,A0A0F8R9A0,Transferase
7ccg,A0A059WF38,UNKNOWN
7cd9,Q15047,Chromatin regulator
7ce5,Q60AR6,Oxidoreductase
7cfi,A0A109QFA5,UNKNOWN
7cgs,O24243,Lyase
7cig,A0A0G4DBU7,Decarboxylase
7cj9,A0A172U6X0,Isomerase
7cjg,Q7MT37,Acyltransferase
7ck2,Q941L0,Glycosyltransferase
7cka,I1JW65,Oxidoreductase
7ckf,Q96PP8,Antimicrobial
7ckj,Q5SL35,Kinase
7cl8,Q82GL5,Monooxygenase
7cll,P9WNL1,Lyase
7cmc,O50105,Transferase
7cn8,A0A6G6A2Q2,UNKNOWN
7cns,Q5JGJ6,Lyase
7cny,P0A8K1,Decarboxylase
7coj,Q4WQ18,Lyase
7cpr,P20478,Ligase
7cqq,A0A369R1N0,UNKNOWN
7crz,P11169,UNKNOWN
7cs5,I6LRS1,Oxidoreductase
7csd,Q9FVQ6,Oxidoreductase
7csh,Q9SVP6,Oxidoreductase
7csi,P94968,Acyltransferase
7ct4,A0A499UB99,Oxidoreductase
7ct9,Q8DAP0,Transferase
7ctm,Q9WZL1,Glycosidase
7ctq,A0A1L5PQA4,UNKNOWN
7cu1,A1E280,Oxidoreductase
7cuc,Q45697,Decarboxylase
7cv2,Q9KDJ7,UNKNOWN
7cw5,Q814S6,Acyltransferase
7cxc,P16110,IgE-binding protein
7cxd,P08699,IgE-binding protein
7cxu,A6YEI2,UNKNOWN
7cyx,Q81HQ7,Oxidoreductase
7cz2,A0QTT2,Transferase
7d0p,O95251,Acyltransferase
7d1c,P97784,Photoreceptor protein
7d1d,Q8A4P9,Acyltransferase
7d1v,P07901,Chaperone
7d2a,A0A3B6UEP6,UNKNOWN
7d39,G9YLX2,UNKNOWN
7d4m,B6BQB2,Monooxygenase
7d5b,Q9Y5Z0,Aspartyl protease
7d5c,P09436,Aminoacyl-tRNA synthetase
7d6b,Q7XSK0,Glycosidase
7d79,J4WAT9,UNKNOWN
7d7o,Q818A3,Lyase
7d8l,Q7A4T2,Hydrolase
7d8m,A0A2P1C6N4,Oxidoreductase
7d9e,A0A6G6IRK3,Acyltransferase
7d9f,Q9HXS8,UNKNOWN
7daj,Q5KQI6,Acyltransferase
7dbj,P07195,Oxidoreductase
7dbl,A0A0B5LB55,Hydrolase
7dbs,Q4Q6F6,Ligase
7dc9,Q94BU8,Hydrolase
7ddu,R9S002,Muscle protein
7de2,A0A2I1BSX0,Oxidoreductase
7de5,L8ICE9,Antibiotic
7dex,Q9ZWR8,Acyltransferase
7dfs,A0A7I8AV45,UNKNOWN
7dfu,Q5H434,Hydrolase
7di3,A0A160P685,Monooxygenase
7dia,Q76NL8,Hydrolase
7dif,E8MGH8,Glycosidase
7dk8,A3BLS0,Ligase
7dkm,O43175,Oxidoreductase
7dl3,B0VJ11,Oxidoreductase
7dlm,G8BHG6,Oxidoreductase
7dlw,Q9STR4,Lyase
7dmb,A0A679DLY7,Methyltransferase
7dmg,G8BHG4,Oxidoreductase
7dnp,Q57DE3,UNKNOWN
7do7,C1DMX5,Oxidoreductase
7doo,A0A0H3KN52,Hydrolase
7dp1,A0A2L0VUJ4,UNKNOWN
7dpt,Q9VUL1,Ligase
7dq5,A0A0F7R6G7,UNKNOWN
7dqv,M1VAN7,UNKNOWN
7drj,P63756,Transferase
7dsj,P07285,Glycosyltransferase
7dut,Q981B3,UNKNOWN
7dve,A0A0M2HFA3,Oxidoreductase
7dvr,Q8E4J9,DNA-binding
7dy1,Q79V60,Hydrolase
7dyj,Q79PF4,Hydrolase
7e1g,A0A0H3XJK5,UNKNOWN
7e1q,A0A0B2E3F3,Dioxygenase
7e1s,B5Z7D6,Oxidoreductase
7e2s,P72583,UNKNOWN
7e38,A0A0N9HQ36,Dioxygenase
7e44,P32664,Hydrolase
7e4g,A0A524F8J2,UNKNOWN
7e5q,P39597,Lyase
7e5v,A0A2Z5XAU0,Isomerase
7e6i,P48828,Oxidoreductase
7e78,Q1PBI3,Isomerase
7e7f,P15538,Monooxygenase
7e8q,Q53008,Monooxygenase
7e9k,Q5NDF2,Glycosyltransferase
7ead,Q746G4,UNKNOWN
7eap,Q2U8V9,Glycosidase
7ebd,A0A133PTK7,Hydrolase
7ebv,A0A1S4FIB3,Transferase
7ec3,Q2G0L2,Glycosyltransferase
7ec9,Q9X274,Glycosidase
7ecs,T2D1F5,Oxidoreductase
7ed6,Q5SLS9,Kinase
7edz,Q9HAB8,Ligase
7ee5,A0A716TY65,UNKNOWN
7ef7,Q9SKY5,Hydrolase
7ejx,Q9GZN0,G-protein coupled receptor
7ekd,Q9FU53,Dioxygenase
7ekr,A0A7M3UF22,UNKNOWN
7elt,P9WFT3,Aminoacyl-tRNA synthetase
7en7,P77245,DNA-binding
7eo7,P0C6U6,Hydrolase
7ep0,Q9C0D3,UNKNOWN
7epo,A0R7C6,UNKNOWN
7epv,A0A3T0V9Y5,Monooxygenase
7eqh,O48782,Oxidoreductase
7es0,Q0DPB7,Glycosyltransferase
7esb,A0A0H3GJF7,Transferase
7etk,Q4WAW9,Dioxygenase
7ety,P06560,Decarboxylase
7eun,D2Z025,Hydrolase
7evv,A0A7J6JUK2,Aminoacyl-tRNA synthetase
7ex9,A0A059WLS9,Hydrolase
7exp,A0A2R8RKV0,Chaperone
7exs,B9L163,Oxidoreductase
7eys,A0A6J4CX17,Dioxygenase
7ezg,Q8TCB7,Methyltransferase
7f0b,Q53826,Transferase
7f0y,A0A2I1C3W8,Monooxygenase
7f2r,Q76KY5,Acyltransferase
7f2w,D6Y599,Oxidoreductase
7f2y,P82604,Lyase
7f3v,P33644,Hydrolase
7f4c,F9VNG5,Oxidoreductase
7f4y,Q38087,DNA-binding
7f6q,Q53VZ2,UNKNOWN
7f72,O05773,Oxidoreductase
7f8b,Q79N53,Methyltransferase
7f99,P07814,Aminoacyl-tRNA synthetase
7fan,A0A125YZ49,Aminoacyl-tRNA synthetase
7fb7,Q96T88,Chromatin regulator
7fd4,A0A059VAZ3,Hydrolase
7fe6,A0A8F7LEJ5,UNKNOWN
7fev,W8PB08,Oxidoreductase
7few,P55222,DNA-binding
7fgc,A0A2P1GNT2,Glycosidase
7fgx,Q07422,Methyltransferase
7fh9,O41078,Hydrolase
7fhr,Q1LBR9,Oxidoreductase
7fi0,B2FHL8,Lyase
7fis,B0K2C3,Glycosyltransferase
7fjl,B7WQT1,Oxidoreductase
7fk9,P32357,UNKNOWN
7fpp,P0ABQ4,Oxidoreductase
7fs6,P30613,Allosteric enzyme
7gef,P0DTD1,Endonuclease
7gpa,Q68T42,Helicase
7h51,Q65900,Helicase
7hgo,Q7Z4V5,UNKNOWN
7jdw,P50440,Transferase
7jgw,Q07817,UNKNOWN
7jh4,Q2FVA4,Oxidoreductase
7ji4,Q2FWH7,Kinase
7jid,Q5UPS5,UNKNOWN
7jis,O00329,Kinase
7jja,Q8CWN2,UNKNOWN
7jlg,Q96LW4,DNA-directed DNA polymerase
7jlr,O31751,Transferase
7jmv,A0A175WC91,UNKNOWN
7jnt,O75116,Kinase
7jr8,O60760,Isomerase
7jrw,Q53728,Hydrolase
7jub,P22897,Host cell receptor for virus entry
7jvu,Q9BY41,Chromatin regulator
7jvy,P50120,UNKNOWN
7jw9,Q3K9A1,Monooxygenase
7jxa,P08168,UNKNOWN
7jxf,P0A884,Methyltransferase
7jy8,P0A7G6,DNA-binding
7k0a,P13249,Acyltransferase
7k12,Q83V25,Decarboxylase
7k4o,A2QIR3,Hydrolase
7k4z,P23360,Glycosidase
7k6c,B1MD46,Oxidoreductase
7k6s,Q12830,Chromatin regulator
7k73,A0A0N9XSE6,Oxidoreductase
7k8g,Q28175,Hydrolase
7k98,P9WFU3,Aminoacyl-tRNA synthetase
7k9n,A1A4T2,Glycosidase
7k9v,J9VVA4,Chaperone
7kaz,A0A0D6GJV1,Lyase
7kb1,Q9WZY4,Transferase
7kbc,A0A5J6VBC3,UNKNOWN
7kbg,Q92769,Chromatin regulator
7kct,D3DJ42,Ligase
7kcx,A0A0H2WY27,Hydrolase
7kd8,Q9AIU0,DNA-binding
7kdx,A0A6B9HEI0,Methyltransferase
7kes,A0A059X981,UNKNOWN
7kfo,C5CSP2,DNA-binding
7kg8,Q86W56,Hydrolase
7kgz,A0A395V874,Glycosidase
7kh2,Q15EG8,UNKNOWN
7kh8,P24666,Hydrolase
7khs,Q2CEE3,Glycosidase
7khy,F6KZJ2,Hydrolase
7kjz,Q6IQ23,UNKNOWN
7kko,O95271,Glycosyltransferase
7kl8,P9WP11,Oxidoreductase
7kpm,P54762,Kinase
7kpu,Q86UY6,Acyltransferase
7kq5,Q9WZP2,Hydrolase
7kqn,Q0QHL8,Nucleotidyltransferase
7krg,P0C0Y5,Oxidoreductase
7kru,P0A6Y8,Chaperone
7ks4,A7XXR1,Endonuclease
7ktk,Q9NP87,DNA-directed DNA polymerase
7kua,B0FXI7,DNA-binding
7kv8,P18356,Viral nucleoprotein
7kwe,Q14432,Hydrolase
7kws,Q0P8H3,Oxidoreductase
7kyd,Q9VCC6,Ligase
7kz5,C0JRF5,UNKNOWN
7l1j,P9WPQ5,Ligase
7l4c,Q9M548,DNA-binding
7l5i,P44798,Oxidoreductase
7l6q,E0SJQ4,Ion channel
7l8h,A0A097BW12,Helicase
7l91,B2FTM1,Hydrolase
7lah,U3KQA6,UNKNOWN
7lay,Q15059,Chromatin regulator
7lbv,A0A8B2VIR8,UNKNOWN
7lcm,P0AEV1,UNKNOWN
7lcu,P09958,Heparin-binding
7lcz,Q6IDD9,Hydrolase
7ld9,P19440,Acyltransferase
7lf3,P09215,Kinase
7lff,A0A1D8PKA4,Motor protein
7lgb,O53547,Oxidoreductase
7lgu,P58743,Motor protein
7lj2,A0A4Y1VMZ7,Hydrolase
7ljl,P0DSP4,Nucleotidyltransferase
7ljn,Q89Y83,Nucleotidyltransferase
7lk7,B5CYA5,Glycosidase
7lkk,Q9ZMG8,Hydrolase
7lo1,Q5BEJ7,Monooxygenase
7loe,P00720,Antimicrobial
7lou,P18177,Enterotoxin
7lpq,J9W473,Glycosidase
7lqd,P33981,Kinase
7lui,P32557,UNKNOWN
7luj,Q63Y08,UNKNOWN
7lwe,P41182,Activator
7lye,P82114,Myotoxin
7lza,Q8CJW1,DNA-binding
7m07,Q9UGP5,DNA-binding
7m0n,C6Y633,UNKNOWN
7m13,Q0P8I6,Isomerase
7m15,Q0P8I4,Isomerase
7m3z,Q8TDQ0,UNKNOWN
7m6b,B9MNH4,Methyltransferase
7m7n,Q9Y253,DNA-binding
7m95,Q3MHW7,UNKNOWN
7mbo,P03951,Heparin-binding
7mbq,S5UH55,Ion channel
7mct,A0A0H3K724,UNKNOWN
7mdf,A0A0H2V8D3,Hydrolase
7mel,Q9L1K2,Glycosyltransferase
7meq,O15393,Hydrolase
7mfl,A0A0H2YU91,Glycosidase
7mfp,Q5UPL1,UNKNOWN
7mie,O51675,UNKNOWN
7mip,P70698,Chromatin regulator
7mir,Q5ZTK6,Hydrolase
7mjy,A0A174NUT3,Transferase
7mk8,P24462,Monooxygenase
7mlc,Q8H1R0,Protein phosphatase inhibitor
7mlm,Q9JHF9,UNKNOWN
7mm8,A0A0B4WYC6,Hydrolase
7mmz,Q5ZZ84,Ligase
7mna,P18031,Hydrolase
7moe,Q9ZVN4,Hydrolase
7mpd,Q97VZ7,Hydrolase
7mpo,X5MEI1,Exonuclease
7mqj,Q04217,Helicase
7mqk,P29808,Acyltransferase
7mrd,Q58F21,Activator
7ms7,P45974,Hydrolase
7msp,O31986,Glycosyltransferase
7msu,A0A1G8XA46,UNKNOWN
7mwu,P09546,DNA-binding
7mwz,D9IEF7,Antimicrobial
7mxj,Q8NM29,Kinase
7mxy,O77389,UNKNOWN
7my6,Q31Q61,Transferase
7n53,Q8ZR43,DNA-binding
7n63,C5ZW06,Aminotransferase
7n67,C5ZW00,UNKNOWN
7n72,Q9NQ11,Translocase
7n7b,C5ZW02,UNKNOWN
7n7g,F1C939,Transferase
7n7h,A7RNF3,UNKNOWN
7n8m,O33336,Transferase
7n9d,M9SEQ1,Kinase
7n9z,P0ABI8,Translocase
7naj,Q6SZW1,Hydrolase
7nay,Q9EVR0,Oxidoreductase
7nc6,B0Y813,Transferase
7nds,A0A5N7XFM8,UNKNOWN
7ne2,Q9L7R9,Lyase
7ned,A0A0Q9KFZ4,Lyase
7nf2,G9NLP8,Decarboxylase
7nin,A0A0S2GKZ1,Monooxygenase
7njc,S8F6K2,UNKNOWN
7nkz,L7N662,UNKNOWN
7nl1,A0A125YN40,Lyase
7np8,Q58280,Oxidoreductase
7npa,A0A2Z5PF12,Oxidoreductase
7npl,P01009,Protease inhibitor
7nqe,H2J4R1,UNKNOWN
7ns9,Q4JAT2,UNKNOWN
7nsn,A0A7R9KAR8,Glycosidase
7ntg,Q6MPU9,Isomerase
7nu2,B4RNT1,Aminoacyl-tRNA synthetase
7nug,C3W5X6,Endonuclease
7nut,Q9Y303,Hydrolase
7nwa,P54687,Aminotransferase
7nwr,Q8A7J8,Isomerase
7nxj,Q14004,Kinase
7ny7,A0A0D2UG83,Chromatin regulator
7nyb,O34522,Methyltransferase
7o0t,B8G5D6,Oxidoreductase
7o1r,A0A1Y2TH07,UNKNOWN
7o4n,A0A0D6HIR7,Methyltransferase
7o4x,A0A6P1EFQ2,UNKNOWN
7o58,O15305,Isomerase
7o5l,P74008,Hydrolase
7o6z,A0A7R8L7W4,UNKNOWN
7o7g,Q8EG34,UNKNOWN
7o84,F0S7Y7,UNKNOWN
7o8f,W8VZW3,Photoreceptor protein
7o9i,P0AGD7,Hydrolase
7oaj,O14936,Calmodulin-binding
7oas,F4HUD6,Methyltransferase
7ob0,M1E1F8,UNKNOWN
7oc4,A0A2U8U2L5,Lyase
7oc7,P14756,Hydrolase
7ocs,D0C7J2,Hydrolase
7od9,G0H061,UNKNOWN
7odc,P00860,Decarboxylase
7odx,A0A7U3TBV6,Ligase
7ody,A0A7U3TBV3,Hydrolase
7odz,Q556V8,Oxidoreductase
7ofl,A0A5M3MXY8,Lyase
7oj1,P21879,Oxidoreductase
7oju,G0S1V5,Acyltransferase
7ojw,Q9X6P4,Acyltransferase
7okc,C3TPH2,Acyltransferase
7oks,Q9UNN8,Receptor
7oli,Q9UZY0,Hydrolase
7on9,C4TP09,Monooxygenase
7oo9,A0A178LR65,Kinase
7op9,P56463,Glycosyltransferase
7opy,G9B5E4,Transferase
7oq6,A0A0N9M5Z3,Monooxygenase
7oqr,Q8I1N3,Oxidoreductase
7oqx,A0A1C7DQ98,Nucleotidyltransferase
7or4,Q6V1X1,Aminopeptidase
7orz,Q9HZM7,Oxidoreductase
7oso,B2VCC3,Glycosyltransferase
7otf,Q460N3,Glycosyltransferase
7oub,P19652,UNKNOWN
7ovg,O58376,Hydrolase
7ovo,Q9JMA2,Glycosyltransferase
7oxy,A0LU48,Hydrolase
7oy0,Q9NWM0,Oxidoreductase
7oyw,P31133,UNKNOWN
7ozk,P32537,Helicase
7p0h,O26008,UNKNOWN
7p0y,O07427,Hydrolase
7p18,A9XWD7,Oxidoreductase
7p1e,Q0CMX0,Glycosidase
7p1q,A0A178EUH2,Glycosidase
7p2m,P0AES6,DNA-binding
7p3t,B8KQT8,Aminotransferase
7p51,P0DTC1,Endonuclease
7p6s,P55259,Receptor
7p7g,P48730,Kinase
7p85,P0A434,Hydrolase
7p8m,Q58605,Transferase
7p8u,Q2FXB0,Toxin
7p8z,A0A3A4VWA2,UNKNOWN
7p98,Q39QF5,Oxidoreductase
7p9d,A0A2K3E888,Oxidoreductase
7p9i,P37634,Methyltransferase
7paw,Q9UDY8,Hydrolase
7pax,Q86SQ9,Transferase
7pba,P21589,Hydrolase
7pbg,A0A7J5BGR1,Oxidoreductase
7pcs,Q9KJF1,Oxidoreductase
7pct,Q2T3G7,Oxidoreductase
7pd7,A0A0K1EC20,Transferase
7pdq,P28700,DNA-binding
7pg7,I2N5E8,Methyltransferase
7pge,Q47453,UNKNOWN
7pgn,Q96QV1,UNKNOWN
7pji,A0A069Q6I8,Oxidoreductase
7pld,Q9A9Z1,Hydrolase
7pli,P21693,Helicase
7pm4,P04066,Glycosidase
7poa,Q5SHZ8,Acyltransferase
7pod,P59206,Hydrolase
7poq,O86049,Hydrolase
7pqk,P9WFV1,Aminoacyl-tRNA synthetase
7pr7,Q9Y251,Hydrolase
7prb,Q63T97,UNKNOWN
7prr,Q9HVF8,Transducer
7psk,C1F2K5,UNKNOWN
7pt1,P0DUV9,Lyase
7ptf,Q9I7C2,DNA-binding
7pup,O80568,Kinase
7puw,O43570,Lyase
7pva,Q7MVV4,UNKNOWN
7pyt,Q39VG1,Acyltransferase
7q02,Q6SVB5,UNKNOWN
7q06,Q3C1D5,Dioxygenase
7q0d,P00915,Lyase
7q11,A0A0H3H219,Hydrolase
7q1b,A0A1B1JH81,UNKNOWN
7q2a,Q0S9X1,Dioxygenase
7q2h,Q79FX8,Methyltransferase
7q3a,B1MJN9,Acyltransferase
7q3s,B4FG90,Glycosyltransferase
7q3t,D6QLY0,Porin
7q4a,S7UT92,Kinase
7q4i,Q7K237,Glycosyltransferase
7q5v,Q9GZT9,Dioxygenase
7q6n,Q8ZQ40,Oxidoreductase
7q9e,D5DF35,Monooxygenase
7qbf,P20062,UNKNOWN
7qbt,Q8THG6,Methyltransferase
7qd2,A0A1J1JHR9,UNKNOWN
7qei,Q9H903,Hydrolase
7qej,P0DV33,Activator
7qf8,A0A024H8G7,Oxidoreductase
7qfo,Q02880,DNA-binding
7qgw,O60911,Hydrolase
7qhg,P53671,Kinase
7qi8,P9WFU9,Aminoacyl-tRNA synthetase
7qjl,P9WPL5,Monooxygenase
7qk9,P47895,Oxidoreductase
7ql5,P02710,Ion channel
7ql7,Q9BYJ9,RNA-binding
7qpi,S4R4S2,DNA-binding
7qpn,Q8TBX8,Kinase
7qqg,Q6NSJ0,Glycosidase
7qrc,Q4D1H5,UNKNOWN
7qty,A6T526,Translocase
7qu3,Q02PF8,Translocase
7que,Q9UEE5,Kinase
