PDB_ID,UniProt_ID
7apv,Q96SD1
7aq1,Q16820
7aqa,P19573
7aqf,P05121
7arw,Q9NX46
7as1,C3W5X5
7atj,P00433
7auc,P54132
7aur,Q99321
7awv,A0A1B1KJ01
7ayg,C5AX46
7az2,P31947
7b36,Q9P289
7b3a,A0A2L1TND5
7b4j,A0A2W0F5X5
7b5u,K0JNC6
7b62,P0DTC2
7b63,Q9NV35
7b6b,F8X1N1
7b7q,Q3AG28
7b7r,Q02750
7b7z,Q9BVA6
7b9c,O75533
7bad,B6GXZ8
7bc1,A9CEY6
7bcn,R4JTF7
7bcz,Q9I4H2
7bgg,P9WKL5
7biz,Q8A6C8
7bj9,Q9RMI1
7bm0,P14336
7bm4,A0A3Q0KSG2
7bm6,G0LCA3
7bnr,Q1CVJ4
7bop,B0Y2F5
7bor,Q9HW71
7bp1,N1S495
7bph,P63092
7bqo,A0A1F8A906
7bqv,Q96SW2
7bsx,S4TKM8
7bu0,Q5ZSI8
7bu3,P27250
7bvj,B7JA34
7bvz,Q8VQG1
7bwh,A0A1D1VNB4
7bwl,Q9I690
7bx9,B3VPZ9
7by9,A0A143T1U9
7bzj,B8ZKS5
7c0y,Q5SLB4
7c1r,E5ATN9
7c1y,Q94AT3
7c39,G1XA82
7c3b,Q84II0
7c3h,A0A0G4DCU0
7c4c,Q38DE2
7c5f,A0A140NCK4
7c6b,Q9UKV8
7c6d,O07921
7c6l,Q53W80
7c7m,A0A0H3JXA8
7c83,A0A3A0FWV3
7c8h,Q6R2Q7
7c8n,A0B757
7c90,F5SWR8
7ca0,P20051
7cbi,V7II86
7cbr,A0A6I7U6Y2
7cc3,A0A0F8R9A0
7ccg,A0A059WF38
7cd9,Q15047
7ce5,Q60AR6
7cfi,A0A109QFA5
7cgs,O24243
7cig,A0A0G4DBU7
7cj9,A0A172U6X0
7cjg,Q7MT37
7ck2,Q941L0
7cka,I1JW65
7ckf,Q96PP8
7ckj,Q5SL35
7cl8,Q82GL5
7cll,P9WNL1
7cmc,O50105
7cn8,A0A6G6A2Q2
7cns,Q5JGJ6
7cny,P0A8K1
7coj,Q4WQ18
7cpr,P20478
7cqq,A0A369R1N0
7crz,P11169
7cs5,I6LRS1
7csd,Q9FVQ6
7csh,Q9SVP6
7csi,P94968
7ct4,A0A499UB99
7ct9,Q8DAP0
7ctm,Q9WZL1
7ctq,A0A1L5PQA4
7cu1,A1E280
7cuc,Q45697
7cv2,Q9KDJ7
7cw5,Q814S6
7cxc,P16110
7cxd,P08699
7cxu,A6YEI2
7cyx,Q81HQ7
7cz2,A0QTT2
7d0p,O95251
7d1c,P97784
7d1d,Q8A4P9
7d1v,P07901
7d2a,A0A3B6UEP6
7d39,G9YLX2
7d4m,B6BQB2
7d5b,Q9Y5Z0
7d5c,P09436
7d6b,Q7XSK0
7d79,J4WAT9
7d7o,Q818A3
7d8l,Q7A4T2
7d8m,A0A2P1C6N4
7d9e,A0A6G6IRK3
7d9f,Q9HXS8
7daj,Q5KQI6
7dbj,P07195
7dbl,A0A0B5LB55
7dbs,Q4Q6F6
7dc9,Q94BU8
7ddu,R9S002
7de2,A0A2I1BSX0
7de5,L8ICE9
7dex,Q9ZWR8
7dfs,A0A7I8AV45
7dfu,Q5H434
7di3,A0A160P685
7dia,Q76NL8
7dif,E8MGH8
7dk8,A3BLS0
7dkm,O43175
7dl3,B0VJ11
7dlm,G8BHG6
7dlw,Q9STR4
7dmb,A0A679DLY7
7dmg,G8BHG4
7dnp,Q57DE3
7do7,C1DMX5
7doo,A0A0H3KN52
7dp1,A0A2L0VUJ4
7dpt,Q9VUL1
7dq5,A0A0F7R6G7
7dqv,M1VAN7
7drj,P63756
7dsj,P07285
7dut,Q981B3
7dve,A0A0M2HFA3
7dvr,Q8E4J9
7dy1,Q79V60
7dyj,Q79PF4
7e1g,A0A0H3XJK5
7e1q,A0A0B2E3F3
7e1s,B5Z7D6
7e2s,P72583
7e38,A0A0N9HQ36
7e44,P32664
7e4g,A0A524F8J2
7e5q,P39597
7e5v,A0A2Z5XAU0
7e6i,P48828
7e78,Q1PBI3
7e7f,P15538
7e8q,Q53008
7e9k,Q5NDF2
7ead,Q746G4
7eap,Q2U8V9
7ebd,A0A133PTK7
7ebv,A0A1S4FIB3
7ec3,Q2G0L2
7ec9,Q9X274
7ecs,T2D1F5
7ed6,Q5SLS9
7edz,Q9HAB8
7ee5,A0A716TY65
7ef7,Q9SKY5
7ejx,Q9GZN0
7ekd,Q9FU53
7ekr,A0A7M3UF22
7elt,P9WFT3
7en7,P77245
7eo7,P0C6U6
7ep0,Q9C0D3
7epo,A0R7C6
7epv,A0A3T0V9Y5
7eqh,O48782
7es0,Q0DPB7
7esb,A0A0H3GJF7
7etk,Q4WAW9
7ety,P06560
7eun,D2Z025
7evv,A0A7J6JUK2
7ex9,A0A059WLS9
7exp,A0A2R8RKV0
7exs,B9L163
7eys,A0A6J4CX17
7ezg,Q8TCB7
7f0b,Q53826
7f0y,A0A2I1C3W8
7f2r,Q76KY5
7f2w,D6Y599
7f2y,P82604
7f3v,P33644
7f4c,F9VNG5
7f4y,Q38087
7f6q,Q53VZ2
7f72,O05773
7f8b,Q79N53
7f99,P07814
7fan,A0A125YZ49
7fb7,Q96T88
7fd4,A0A059VAZ3
7fe6,A0A8F7LEJ5
7fev,W8PB08
7few,P55222
7fgc,A0A2P1GNT2
7fgx,Q07422
7fh9,O41078
7fhr,Q1LBR9
7fi0,B2FHL8
7fis,B0K2C3
7fjl,B7WQT1
7fk9,P32357
7fpp,P0ABQ4
7fs6,P30613
7gef,P0DTD1
7gpa,Q68T42
7h51,Q65900
7hgo,Q7Z4V5
7jdw,P50440
7jgw,Q07817
7jh4,Q2FVA4
7ji4,Q2FWH7
7jid,Q5UPS5
7jis,O00329
7jja,Q8CWN2
7jlg,Q96LW4
7jlr,O31751
7jmv,A0A175WC91
7jnt,O75116
7jr8,O60760
7jrw,Q53728
7jub,P22897
7jvu,Q9BY41
7jvy,P50120
7jw9,Q3K9A1
7jxa,P08168
7jxf,P0A884
7jy8,P0A7G6
7k0a,P13249
7k12,Q83V25
7k4o,A2QIR3
7k4z,P23360
7k6c,B1MD46
7k6s,Q12830
7k73,A0A0N9XSE6
7k8g,Q28175
7k98,P9WFU3
7k9n,A1A4T2
7k9v,J9VVA4
7kaz,A0A0D6GJV1
7kb1,Q9WZY4
7kbc,A0A5J6VBC3
7kbg,Q92769
7kct,D3DJ42
7kcx,A0A0H2WY27
7kd8,Q9AIU0
7kdx,A0A6B9HEI0
7kes,A0A059X981
7kfo,C5CSP2
7kg8,Q86W56
7kgz,A0A395V874
7kh2,Q15EG8
7kh8,P24666
7khs,Q2CEE3
7khy,F6KZJ2
7kjz,Q6IQ23
7kko,O95271
7kl8,P9WP11
7kpm,P54762
7kpu,Q86UY6
7kq5,Q9WZP2
7kqn,Q0QHL8
7krg,P0C0Y5
7kru,P0A6Y8
7ks4,A7XXR1
7ktk,Q9NP87
7kua,B0FXI7
7kv8,P18356
7kwe,Q14432
7kws,Q0P8H3
7kyd,Q9VCC6
7kz5,C0JRF5
7l1j,P9WPQ5
7l4c,Q9M548
7l5i,P44798
7l6q,E0SJQ4
7l8h,A0A097BW12
7l91,B2FTM1
7lah,U3KQA6
7lay,Q15059
7lbv,A0A8B2VIR8
7lcm,P0AEV1
7lcu,P09958
7lcz,Q6IDD9
7ld9,P19440
7lf3,P09215
7lff,A0A1D8PKA4
7lgb,O53547
7lgu,P58743
7lj2,A0A4Y1VMZ7
7ljl,P0DSP4
7ljn,Q89Y83
7lk7,B5CYA5
7lkk,Q9ZMG8
7lo1,Q5BEJ7
7loe,P00720
7lou,P18177
7lpq,J9W473
7lqd,P33981
7lui,P32557
7luj,Q63Y08
7lwe,P41182
7lye,P82114
7lza,Q8CJW1
7m07,Q9UGP5
7m0n,C6Y633
7m13,Q0P8I6
7m15,Q0P8I4
7m3z,Q8TDQ0
7m6b,B9MNH4
7m7n,Q9Y253
7m95,Q3MHW7
7mbo,P03951
7mbq,S5UH55
7mct,A0A0H3K724
7mdf,A0A0H2V8D3
7mel,Q9L1K2
7meq,O15393
7mfl,A0A0H2YU91
7mfp,Q5UPL1
7mie,O51675
7mip,P70698
7mir,Q5ZTK6
7mjy,A0A174NUT3
7mk8,P24462
7mlc,Q8H1R0
7mlm,Q9JHF9
7mm8,A0A0B4WYC6
7mmz,Q5ZZ84
7mna,P18031
7moe,Q9ZVN4
7mpd,Q97VZ7
7mpo,X5MEI1
7mqj,Q04217
7mqk,P29808
7mrd,Q58F21
7ms7,P45974
7msp,O31986
7msu,A0A1G8XA46
7mwu,P09546
7mwz,D9IEF7
7mxj,Q8NM29
7mxy,O77389
7my6,Q31Q61
7n53,Q8ZR43
7n63,C5ZW06
7n67,C5ZW00
7n72,Q9NQ11
7n7b,C5ZW02
7n7g,F1C939
7n7h,A7RNF3
7n8m,O33336
7n9d,M9SEQ1
7n9z,P0ABI8
7naj,Q6SZW1
7nay,Q9EVR0
7nc6,B0Y813
7nds,A0A5N7XFM8
7ne2,Q9L7R9
7ned,A0A0Q9KFZ4
7nf2,G9NLP8
7nin,A0A0S2GKZ1
7njc,S8F6K2
7nkz,L7N662
7nl1,A0A125YN40
7np8,Q58280
7npa,A0A2Z5PF12
7npl,P01009
7nqe,H2J4R1
7ns9,Q4JAT2
7nsn,A0A7R9KAR8
7ntg,Q6MPU9
7nu2,B4RNT1
7nug,C3W5X6
7nut,Q9Y303
7nwa,P54687
7nwr,Q8A7J8
7nxj,Q14004
7ny7,A0A0D2UG83
7nyb,O34522
7o0t,B8G5D6
7o1r,A0A1Y2TH07
7o4n,A0A0D6HIR7
7o4x,A0A6P1EFQ2
7o58,O15305
7o5l,P74008
7o6z,A0A7R8L7W4
7o7g,Q8EG34
7o84,F0S7Y7
7o8f,W8VZW3
7o9i,P0AGD7
7oaj,O14936
7oas,F4HUD6
7ob0,M1E1F8
7oc4,A0A2U8U2L5
7oc7,P14756
7ocs,D0C7J2
7od9,G0H061
7odc,P00860
7odx,A0A7U3TBV6
7ody,A0A7U3TBV3
7odz,Q556V8
7ofl,A0A5M3MXY8
7oj1,P21879
7oju,G0S1V5
7ojw,Q9X6P4
7okc,C3TPH2
7oks,Q9UNN8
7oli,Q9UZY0
7on9,C4TP09
7oo9,A0A178LR65
7op9,P56463
7opy,G9B5E4
7oq6,A0A0N9M5Z3
7oqr,Q8I1N3
7oqx,A0A1C7DQ98
7or4,Q6V1X1
7orz,Q9HZM7
7oso,B2VCC3
7otf,Q460N3
7oub,P19652
7ovg,O58376
7ovo,Q9JMA2
7oxy,A0LU48
7oy0,Q9NWM0
7oyw,P31133
7ozk,P32537
7p0h,O26008
7p0y,O07427
7p18,A9XWD7
7p1e,Q0CMX0
7p1q,A0A178EUH2
7p2m,P0AES6
7p3t,B8KQT8
7p51,P0DTC1
7p6s,P55259
7p7g,P48730
7p85,P0A434
7p8m,Q58605
7p8u,Q2FXB0
7p8z,A0A3A4VWA2
7p98,Q39QF5
7p9d,A0A2K3E888
7p9i,P37634
7paw,Q9UDY8
7pax,Q86SQ9
7pba,P21589
7pbg,A0A7J5BGR1
7pcs,Q9KJF1
7pct,Q2T3G7
7pd7,A0A0K1EC20
7pdq,P28700
7pg7,I2N5E8
7pge,Q47453
7pgn,Q96QV1
7pji,A0A069Q6I8
7pld,Q9A9Z1
7pli,P21693
7pm4,P04066
7poa,Q5SHZ8
7pod,P59206
7poq,O86049
7pqk,P9WFV1
7pr7,Q9Y251
7prb,Q63T97
7prr,Q9HVF8
7psk,C1F2K5
7pt1,P0DUV9
7ptf,Q9I7C2
7pup,O80568
7puw,O43570
7pva,Q7MVV4
7pyt,Q39VG1
7q02,Q6SVB5
7q06,Q3C1D5
7q0d,P00915
7q11,A0A0H3H219
7q1b,A0A1B1JH81
7q2a,Q0S9X1
7q2h,Q79FX8
7q3a,B1MJN9
7q3s,B4FG90
7q3t,D6QLY0
7q4a,S7UT92
7q4i,Q7K237
7q5v,Q9GZT9
7q6n,Q8ZQ40
7q9e,D5DF35
7qbf,P20062
7qbt,Q8THG6
7qd2,A0A1J1JHR9
7qei,Q9H903
7qej,P0DV33
7qf8,A0A024H8G7
7qfo,Q02880
7qgw,O60911
7qhg,P53671
7qi8,P9WFU9
7qjl,P9WPL5
7qk9,P47895
7ql5,P02710
7ql7,Q9BYJ9
7qpi,S4R4S2
7qpn,Q8TBX8
7qqg,Q6NSJ0
7qrc,Q4D1H5
7qty,A6T526
7qu3,Q02PF8
7que,Q9UEE5
7qun,P19205
7qut,Q0E8P0
7qv0,A0A0B0EHL2
7qv8,A4I3C9
7qvs,Q9HZC0
7qwk,Q9P2K8
7qxo,G8UIQ1
7qyo,Q9UIF9
7qyr,Q9HTZ2
7qyz,Q88HV5
7qz2,G3XD98
7qze,A0A7U8UU09
7qzj,S3AT34
7r0t,A0A411CW45
7r0u,Q7PXJ0
7r39,Q4JAZ7
7r3g,P54292
7r49,Q88Z44
7r4m,Q4G0N4
7r50,A0QYE8
7r5l,Q9Y5A9
7r7j,P33919
7r8p,Q2FWC5
7r9n,Q92918
7ra0,Q9H492
7rbw,A0A7D7FB99
7rbx,Q2YQA0
7rc2,A0A2S0PEL5
7rck,P54278
7rcz,Q182Z0
7rec,Q9UQM7
7red,A0A059ZRB8
7rf9,A0A0C1MLE8
7rfk,Q183J3
7rgj,P00382
7rgo,P11731
7rhw,Q96X30
7rig,P53396
7rj7,Q3UHJ0
7rjj,A0A422WJQ0
7rk0,E8T346
7rkl,P40261
7rkr,A0A2H4A2U9
7rm9,P40925
7rmj,B6DRA0
7ror,Q8IAR7
7rpi,Q3TDN0
7rr3,M5AAG8
7rsp,Q8NEB9
7rwg,P31153
7rws,A0A1E7G0A2
7rxg,Q4WA18
7s0m,A0A348FUE1
7s14,Q4QJZ7
7s1a,Q57431
7s2i,P0C002
7s2k,P0AC11
7s3g,P11926
7s3t,A0A8I3B043
7s4h,Q603F1
7s4m,C0LJI4
7s5f,A0A1U9WT24
7s5o,Q82W71
7s7g,P49748
7s8b,Q9H1D0
7sbh,A0A031LR83
7se7,P22087
7sew,P9WN47
7sfc,P26358
7sh1,Q0X0A9
7sh5,A0PUV7
7shi,Q93NX6
7sku,Q9IK90
7slv,O95497
7smv,Q98VG9
7sne,P04977
7snh,P11413
7snu,A0A0M3PNA2
7sol,A0AVT1
7spy,A8B3G9
7sq9,Q99J21
7ss7,A6T5R0
7sss,Q99807
7sux,C5YJG8
7svg,A0A805Z5R7
7svq,Q6BDJ2
7sxf,P49840
7sz2,Q3UPF5
7sze,C3RVP5
7szh,C3RVQ0
7t08,T2BPA1
7t1g,Q04430
7t1j,A0A0F2R9T6
7t1v,A0A348FV55
7t27,A0A868BQY3
7t3e,Q6LPV9
7t50,Q9I2N2
7t5k,P0A7E1
7t60,A6V1E4
7t7h,P04311
7t89,A0A067XP89
7t9r,A0A7G6KN55
7taa,P0C1B3
7tab,P51532
7tb0,A0A133CTP6
7tbd,A5KAC3
7tc2,P27695
7tcl,Q7N3A2
7tcs,P31013
7tdp,A0A0F0G8G2
7te2,D5ANS8
7tef,B2HH81
7tgq,Q7Z2W4
7th4,Q5SLG6
7th6,P30405
7thn,Q5W263
7ti0,Q2PUH3
7tin,Q2FZL7
7tj5,G0GA88
7tlm,C8W9P2
7tlo,B2HI07
7tlx,A0A0E3ELC2
7toh,A0A5M4AV20
7tu7,A3XHN1
7tur,P00503
7tuv,Q95Z12
7tux,P20035
7txe,Q8I6T6
7txh,O14807
7txk,A0A0H2ZQB9
7txs,A0A334FGR6
7tz4,Q9HWG3
7tza,A0A0H2Z6F6
7u0m,B1MC30
7u0r,M9SC49
7u1y,Q9UT55
7u3d,A0A5P2ALW6
7u3j,Q8IVV7
7u49,P28585
7u4c,P42555
7u4g,B8K0N8
7u55,A0A151EDA9
7u6h,A0A0F4XRB2
7u8v,Q12931
7u9c,P67080
7u9d,Q9UKL6
7u9k,Q2FWH3
7u9u,P14920
7uaf,Q16819
7ubt,P42229
7ubu,Q9AXT8
7ucw,Q9CQ62
7udq,Q8NI60
7uf0,Q9KKP2
7ufv,Q9Y4B6
7ujo,P03372
7uk7,P33222
7uka,P0ADT5
7ulc,D1C7A6
7uld,O28028
7um9,P00352
7umo,Q13432
7umv,Q9Y6W6
7up1,E9NWK5
7up2,Q9XAY4
7uq2,P13314
7uqw,P73832
7us3,P0DXB2
7us5,Q5M6Q7
7us8,P29475
7ut5,B7GZW7
7utc,P14941
7ute,Q9YFF4
7utz,P16473
7uul,A0A1D0AST6
7uut,P77990
7uwt,Q7MCD2
7ux4,B0KBL1
7ux7,A0A0D4WTP2
7uxs,J8G6Z1
7uya,A0A0F7KYQ8
7uz1,P22498
7uz3,P02730
7uzq,Q02094
7v1g,C4TPE0
7v1q,U2RWV7
7v1w,A0A6L9SN29
7v3b,P13699
7v4s,P82953
7v58,U3BPN5
7v6j,A0A0K1YW34
7v6k,Q99ZN4
7v8y,Q9R194
7vb3,P93243
7vb8,A0A1B6PFV1
7vbw,A0A1V2W4X9
7vcf,P36495
7vej,B5MGN9
7vex,Q3T9E4
7vf6,A0A7L7SI10
7vfm,A0A0H2XGN0
7vg5,Q49135
7vju,B7WRJ9
7vjv,Q3KRA9
7vka,Q9LSQ4
7vkq,Q9W138
7vl1,I0AIT9
7vm0,O31853
7vn0,M4GGR5
7vnh,E1JIM6
7vno,O50131
7vnx,Q5JDQ4
7vob,A0A1B1AYF2
7vq9,Q8TPS4
7vqf,Q43965
7vqk,A0A3N6GWZ7
7vrd,P30575
7vrg,Q4AE59
7vtg,P30235
7vvw,A0A0T5PCK9
7vwt,A0A5A4PXR6
7vyj,Q84G19
7vz6,A0A0K1H2R6
7w07,A0A0H3B558
7w2p,Q16637
7w4z,P68139
7w5c,Q39024
7w5h,A0A5S9I252
7w5k,Q47943
7w5t,A0A1U8X168
7w6e,I6WU39
7w6g,B1Q2B6
7w6l,Q8NEZ4
7w8n,A0A074MDU6
7w8y,D6RT90
7w93,A0A140N873
7w9k,Q15858
7waj,Q8IDK7
7wcf,Q5ZSZ6
7wcm,Q8TDV5
7wdt,D4QAP5
7wex,Q82A10
7wf5,P00523
7wgh,A0A364LX79
7wh0,Q9U2E4
7wj9,A2RM80
7wjv,P09467
7wkv,Q6P6C2
7wmh,P10828
7wmk,A0A6B8QJ68
7wmz,A0R6S0
7wq0,Q5HII6
7wrt,Q5SM35
7wux,B4XYC1
7wvt,Q06705
7ww6,P08337
7wx7,Q5C8M4
7wxp,A0A5E5PAL9
7wyg,O31440
7wzv,A8WEZ7
7x0e,Q9I1H0
7x0r,A3DFS3
7x11,P48163
7x2y,A0A076PYH9
7x4p,P0DX98
7x4q,P0DSP3
7x4y,Q8A4M9
7x5b,Q51426
7x5n,I3U4H4
7x5y,P93836
7xbt,A6YEH8
7xbz,Q2G036
7xdw,Q9SCZ4
7xey,Q9SU72
7xh4,Q5JCL3
7xkf,Q8CJ12
7xmb,P00396
7xmu,P0A717
7xn2,Q8YR38
7xnn,P51787
7xp1,Q9I5E1
7xpi,E1BR24
7xpl,P58032
7xpo,C0HI30
7xpt,G8HX37
7xql,Q5ZSR1
7xr7,A0A2P2GK84
7xr9,A0A3Q9WWX8
7xri,Q5FI30
7xsh,K1KV82
7xto,A0A2T0T269
7xuq,A2RI36
7xvj,D1D8L6
7xvu,A0A2P1GNP4
7xwm,A0A888VSF1
7xwq,Q92731
7xwt,Q8RR28
7xx4,Q3HTL6
7xxc,A0A125SZC1
7xxn,B2CKP3
7xzo,A0A379CIH2
7xzr,Q9UKE5
7y07,P02879
7y0l,G9I933
7y11,Q8GXC6
7y47,G9MAN7
7y4a,P84095
7y4g,Q8A028
7y7q,Q9Y7G6
7y7w,P30531
7y88,F8JK18
7y8c,P07788
7y9i,Q9SA73
7yb2,A0A2G5I2X5
7ycb,A0A2Z5XCT7
7yf2,Q9H1A3
7yk5,Q9TK52
7yke,P59807
7ykn,A0A2V4NVF4
7yle,A3SME7
7yp3,E5L4T5
7ypm,A0A318BC23
7ypu,G9MBU1
7yq0,A0A101DF63
7yqq,A0A0H2X5R2
7yqs,A0A8D5PZ14
7yra,D1MZ11
7yrz,P0C6X1
7yvz,A7LPG5
7yw2,Q8K3A2
7yw3,Q86TN4
7yw4,Q12272
7yw9,A6YEH4
7ywc,Q9L0T8
7ywp,B3VI58
7yx0,C3K1W0
7yxg,Q9VU77
7yy2,B1MDL6
7yzn,Q9UZK7
7yzu,A9CEY9
7z1s,A0A3Q7HTY9
7z28,Q9NZ08
7z2j,Q008X6
7z2u,D7RU28
7z2y,P07102
7z3j,P10686
7z4n,C6KTA4
7z4v,O00506
7z5u,Q9X721
7z5x,P08922
7z5z,Q9EY50
7z6w,P61316
7z74,Q61194
7z8u,Q4FQF7
7z97,E6V140
7zb9,P9WPP3
7zbc,P02699
7zcz,A0A5K1K910
7zeg,Q969T7
7zf0,Q9SBL1
7zg9,P24280
7zh4,O94782
7zh9,P22515
7zhc,A0A2K1KKM6
7zhd,B8I0Z6
7zhf,A0A0U2WWJ1
7zhz,A2CIL3
7zjp,P28347
7zkv,A0A1L8D0M5
7zkx,P78362
7zl8,P15532
7zlm,O14508
7zm4,P9WNH5
7zmj,A0A7U9HFU5
7zo3,P52700
7zos,V5QR23
7zps,G1UBD5
7zpu,A0A150MJ77
7zq3,P50362
7zrn,A9GK58
7zs2,Q1PZE6
7zs8,A0A1D3HIT0
7zsi,P74102
7zu8,A0A1L7NZU4
7zvp,B9HKX9
7zvr,Q8MYA9
7zxs,Q86TI2
7zxw,G0SB58
7zzb,Q8Y8D7
7zzk,A3RXB7
8a0h,U5QHX0
8a0r,D2X9R3
8a15,Q32ZE1
8a1h,Q9KLD7
8a21,A0QJI1
8a3n,W8JWW7
8a45,B7V7R4
8a56,Q82ZQ9
8a57,Q8Y8Y0
8a5v,Q9Y617
8a5z,A0A0L8BGL4
8a7c,M1JS91
8a7s,A9WIU3
8a9g,P63104
8a9o,V5VBK4
8aau,P53667
8aav,P02794
8abs,D5DF88
8abt,Q2G4I2
8abv,G2IQR8
8acs,A0A290WZ30
8ad4,A5F5Y4
8adq,A0A9J9HGY6
8af3,P51659
8agq,B9MWW0
8ahu,F4KWH0
8ai4,Q45595
8aii,A0A133MWI0
8ajk,Q2G0I4
8ajp,Q145N6
8ak3,A8DYP0
8akh,A0A0P7JVD2
8amo,P9WPL3
8aoj,P28482
8apq,A9WC36
8apt,A5UG04
8apz,Q6DTN4
8aq3,P23930
8aq6,Q9GV45
8ar8,A0A140T871
8at8,Q8Y565
8auf,Q9R9V9
8aum,Q9FEW9
8ava,P09960
8avi,Q812Q3
8avq,Q89410
8axc,Q91WG0
8axi,B2ULI1
8axp,B4RK78
8axw,Q8CI52
8ay0,P26906
8aya,A0A067E666
8ayj,D5EHC5
8ayx,Q84895
8b07,A0A7H0DN74
8b1n,E4THH1
8b1s,Q5XX06
8b1v,A0A5B8X8Z0
8b1z,F6IAY7
8b2d,F5SYD3
8b35,Q96562
8b43,A0A0C7CQY7
8b51,Q5WPU5
8b5s,Q9HUF6
8b75,Q96PN6
8b9o,A0QW35
8b9y,Q4CST7
8bam,Q0SBK1
8bar,A0A794RBZ4
8bau,W2PSB7
8bb8,P30838
8bc3,D5E1T2
8bcc,O75643
8bcr,A9LIE0
8bcx,Q39YY5
8bdb,A7UM67
8be0,Q5V8X3
8beh,Q945M1
8bh0,Q7MY08
8bic,Q7MY07
8bif,Q7MY06
8bij,Q7MY05
8bir,Q7MY04
8bix,B6K8Y1
8bj3,A0A072U7F9
8bj8,P07598
8bju,P30291
8bjy,Q0UIL6
8bk4,Q09734
8bk5,Q5ZXE0
8bkd,P75897
8blt,J7H3P9
8bmv,Q88R14
8bn0,Q8A6D0
8bn2,Q9ULK0
8bpd,A0A0N8WFH1
8bpl,G0S583
8bro,B4EH86
8bsa,Q9KSE4
8bsg,P49065
8bv3,P05648
8bxh,O60674
8bxl,A0A075TRK9
8bz7,A0A401AAP7
8bzx,A6T5F3
8c05,A0A2S5LZS0
8c25,P9WP01
8c31,Q746J7
8c3n,O74036
8c3p,Q13822
8c47,P45520
8c4p,Q8Y5E4
8c51,P50098
8c59,Q8EVR5
8c5d,P19157
8c61,Q70EL1
8c6d,Q66479
8c6z,F8UNI4
8c73,Q53W62
8c7x,P15056
8c8b,Q6PJP8
8c8j,O00370
8c8u,A0A0B6AVD3
8c9s,Q82B68
8caa,Q15561
8caw,A5WYD2
8cb1,P10253
8cci,A0R7I9
8cd8,Q8TL28
8cdq,Q8IDR3
8cej,P38947
8cgk,P0ADY7
8cgt,P30920
8ci6,B9JXG4
8ciw,A0A1H5ILA2
8cjf,A0A861B9Z9
8cjk,P17752
8ck6,E3T1X2
8ck9,A0A399FZ67
8cke,Q52012
8clq,A0A6N9UBA7
8cm5,Q72EJ1
8cnt,G0S0F9
8cod,P50247
8con,P06525
8cp2,A0A2V1NMV1
8cp3,Q6LXV7
8cqf,P29957
8cqh,K0BRZ6
8crh,A0A0L0P1H8
8cri,A0A1D2IX29
8csc,Q6U8B0
8cve,Q9XJ43
8cx8,Q8XBV2
8czl,O43813
8d0u,Q9Y231
8d1g,Q8NFU1
8d1n,E1BF86
8d1u,P0A6R0
8d24,W4J0F1
8d33,P54098
8d39,Q2IU02
8d5b,Q9UBP6
8d88,Q8ZNC4
8dak,F2X702
8db0,S0EH60
8db5,A0A0S2CFK0
8db8,A2EYV3
8dbb,P30046
8dbe,P60891
8dcd,O59245
8dcl,Q6EF58
8dco,F2X7E5
8de5,Q8X1X3
8deb,I9VY56
8dhu,Q9VAW5
8dik,P50466
8dio,A0A8M9P457
8djf,Q6N3R9
8djt,C5WNL8
8dky,O67181
8dl3,Q5T6V5
8dmr,Q5ZSJ1
8dmt,Q9W2W5
8dmu,Q9W4J9
8dnd,P58399
8do5,Q0KK75
8doj,Q9NAV7
8dor,A6T5Y2
8dq8,F8G0P2
8dqd,A0A0M4SVA9
8dqg,A0A3G3IHP7
8dqr,Q8LF28
8dvh,P42425
8dvx,P62895
8dye,P31040
8dyl,P22033
8dyq,Q50940
8dzm,Q9NR31
8e0a,Q9Y6B6
8e0s,P0AB91
8e19,A0A125SA14
8e1a,P10275
8e1t,O74429
8e24,O75417
8e4f,J9F199
8e4t,A9VBW0
8e62,Q1QD55
8e6e,K9N7C7
8e77,Q1QD54
8e7c,A0A0E3N825
8e7n,B2BW31
8e83,A0A072UMR6
8e9d,P00509
8ea1,E9M5G1
8ea7,P26718
8ecg,P14891
8ef9,A0A4W6BKE5
8efg,Q6P1N9
8efm,A0A2B4SJD2
8efn,A0A2B4SES9
8egu,Q00972
8eh0,P50909
8ehh,Q6ZXB6
8eip,Q6FCQ4
8ejm,O43143
8ek9,A0A1W0D7S2
8elc,P45984
8eni,A0A0H3JRH8
8enk,Q13838
8er1,A0A316WTJ0
8erb,S0DUX5
8euk,P33006
8ev5,A2FQ38
8evw,Q9HWI0
8evy,Q9LCT6
8ewu,F2X7A6
8exl,P42336
8eym,Q12KP2
8eyo,Q16798
8ez4,Q8IL11
8ezh,F9USS9
8f2b,P30988
8f4t,P9WFK7
8f5v,O53728
8f7k,P25156
8f80,A0PQG8
8f9z,A0A0M3KKW8
8fbc,A0A3C0KFZ6
8fbm,Q5CV46
8fd9,P35991
8fem,A0A8T0SQV2
8feu,C5YGL7
8ff7,A0A8T0NWI5
8fib,A0A0M2KDV0
8fip,A0A1B6PND3
8fjc,P08987
8fjm,Q581Z0
8fm5,C6G099
8fmf,A0A2P0QGK5
8fov,F6LWA5
8foz,P12268
8fp1,P24723
8fqm,Q6DRA1
8fqq,A0A2H4PPJ8
8fqs,A8QIF8
8fqu,A7Y407
8fqw,A7XM81
8fsi,P0A9N4
